domain,task_id,env,config,seed,step,success,return,length,eval_csv,is_best_peak,is_final,vf_baseline
cube-double-play,task2,cube-double-play-singletask-task2-v0,FullSafe,1,250000,0.0,-910.4,500.0,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/cube-double-play-singletask-task2-v0_pm_fullsafe_official_highmem/sd001_20260526_150201/eval.csv,False,False,0.76
cube-double-play,task2,cube-double-play-singletask-task2-v0,FullSafe,1,300000,0.1,-874.6,463.9,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/cube-double-play-singletask-task2-v0_pm_fullsafe_official_highmem/sd001_20260526_150201/eval.csv,False,False,0.76
cube-double-play,task2,cube-double-play-singletask-task2-v0,FullSafe,1,350000,0.2,-825.3,430.1,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/cube-double-play-singletask-task2-v0_pm_fullsafe_official_highmem/sd001_20260526_150201/eval.csv,False,False,0.76
cube-double-play,task2,cube-double-play-singletask-task2-v0,FullSafe,1,400000,0.1,-844.8,469.2,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/cube-double-play-singletask-task2-v0_pm_fullsafe_official_highmem/sd001_20260526_150201/eval.csv,False,False,0.76
cube-double-play,task2,cube-double-play-singletask-task2-v0,FullSafe,1,450000,0.2,-824.0,430.5,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/cube-double-play-singletask-task2-v0_pm_fullsafe_official_highmem/sd001_20260526_150201/eval.csv,False,False,0.76
cube-double-play,task2,cube-double-play-singletask-task2-v0,FullSafe,1,500000,0.2,-828.4,444.1,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/cube-double-play-singletask-task2-v0_pm_fullsafe_official_highmem/sd001_20260526_150201/eval.csv,False,False,0.76
cube-double-play,task2,cube-double-play-singletask-task2-v0,FullSafe,1,550000,0.7,-487.3,275.9,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/cube-double-play-singletask-task2-v0_pm_fullsafe_official_highmem/sd001_20260526_150201/eval.csv,False,False,0.76
cube-double-play,task2,cube-double-play-singletask-task2-v0,FullSafe,1,600000,0.4,-639.3,365.2,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/cube-double-play-singletask-task2-v0_pm_fullsafe_official_highmem/sd001_20260526_150201/eval.csv,False,False,0.76
cube-double-play,task2,cube-double-play-singletask-task2-v0,FullSafe,1,650000,0.7,-452.3,265.8,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/cube-double-play-singletask-task2-v0_pm_fullsafe_official_highmem/sd001_20260526_150201/eval.csv,False,False,0.76
cube-double-play,task2,cube-double-play-singletask-task2-v0,FullSafe,1,700000,0.7,-484.9,283.2,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/cube-double-play-singletask-task2-v0_pm_fullsafe_official_highmem/sd001_20260526_150201/eval.csv,False,False,0.76
cube-double-play,task2,cube-double-play-singletask-task2-v0,FullSafe,1,750000,0.8,-379.7,226.9,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/cube-double-play-singletask-task2-v0_pm_fullsafe_official_highmem/sd001_20260526_150201/eval.csv,False,False,0.76
cube-double-play,task2,cube-double-play-singletask-task2-v0,FullSafe,1,800000,0.6,-508.8,336.8,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/cube-double-play-singletask-task2-v0_pm_fullsafe_official_highmem/sd001_20260526_150201/eval.csv,False,False,0.76
cube-double-play,task2,cube-double-play-singletask-task2-v0,FullSafe,1,850000,0.8,-433.6,277.1,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/cube-double-play-singletask-task2-v0_pm_fullsafe_official_highmem/sd001_20260526_150201/eval.csv,False,False,0.76
cube-double-play,task2,cube-double-play-singletask-task2-v0,FullSafe,1,900000,0.9,-298.0,211.9,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/cube-double-play-singletask-task2-v0_pm_fullsafe_official_highmem/sd001_20260526_150201/eval.csv,True,False,0.76
cube-double-play,task2,cube-double-play-singletask-task2-v0,FullSafe,1,950000,0.8,-455.9,295.3,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/cube-double-play-singletask-task2-v0_pm_fullsafe_official_highmem/sd001_20260526_150201/eval.csv,False,False,0.76
cube-double-play,task2,cube-double-play-singletask-task2-v0,FullSafe,1,1000000,0.9,-372.8,227.6,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/cube-double-play-singletask-task2-v0_pm_fullsafe_official_highmem/sd001_20260526_150201/eval.csv,False,True,0.76
cube-double-play,task2,cube-double-play-singletask-task2-v0,FullSafe,2,1,0.0,-1000.0,500.0,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/cube-double-play-singletask-task2-v0_pm_fullsafe_official_highmem/sd002_20260526_190350/eval.csv,False,False,0.76
cube-double-play,task2,cube-double-play-singletask-task2-v0,FullSafe,2,50000,0.0,-970.4,500.0,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/cube-double-play-singletask-task2-v0_pm_fullsafe_official_highmem/sd002_20260526_190350/eval.csv,False,False,0.76
cube-double-play,task2,cube-double-play-singletask-task2-v0,FullSafe,2,100000,0.0,-956.2,500.0,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/cube-double-play-singletask-task2-v0_pm_fullsafe_official_highmem/sd002_20260526_190350/eval.csv,False,False,0.76
cube-double-play,task2,cube-double-play-singletask-task2-v0,FullSafe,2,150000,0.0,-1000.0,500.0,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/cube-double-play-singletask-task2-v0_pm_fullsafe_official_highmem/sd002_20260526_190350/eval.csv,False,False,0.76
cube-double-play,task2,cube-double-play-singletask-task2-v0,FullSafe,2,200000,0.1,-878.0,465.8,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/cube-double-play-singletask-task2-v0_pm_fullsafe_official_highmem/sd002_20260526_190350/eval.csv,False,False,0.76
cube-double-play,task2,cube-double-play-singletask-task2-v0,FullSafe,2,250000,0.2,-777.3,445.1,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/cube-double-play-singletask-task2-v0_pm_fullsafe_official_highmem/sd002_20260526_190350/eval.csv,False,False,0.76
cube-double-play,task2,cube-double-play-singletask-task2-v0,FullSafe,2,300000,0.3,-629.2,395.4,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/cube-double-play-singletask-task2-v0_pm_fullsafe_official_highmem/sd002_20260526_190350/eval.csv,False,False,0.76
cube-double-play,task2,cube-double-play-singletask-task2-v0,FullSafe,2,350000,0.4,-710.3,377.7,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/cube-double-play-singletask-task2-v0_pm_fullsafe_official_highmem/sd002_20260526_190350/eval.csv,False,False,0.76
cube-double-play,task2,cube-double-play-singletask-task2-v0,FullSafe,2,400000,0.7,-456.1,284.8,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/cube-double-play-singletask-task2-v0_pm_fullsafe_official_highmem/sd002_20260526_190350/eval.csv,False,False,0.76
cube-double-play,task2,cube-double-play-singletask-task2-v0,FullSafe,2,450000,0.1,-920.2,464.4,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/cube-double-play-singletask-task2-v0_pm_fullsafe_official_highmem/sd002_20260526_190350/eval.csv,False,False,0.76
cube-double-play,task2,cube-double-play-singletask-task2-v0,FullSafe,2,500000,0.6,-502.7,326.2,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/cube-double-play-singletask-task2-v0_pm_fullsafe_official_highmem/sd002_20260526_190350/eval.csv,False,False,0.76
cube-double-play,task2,cube-double-play-singletask-task2-v0,FullSafe,2,550000,0.6,-556.8,326.9,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/cube-double-play-singletask-task2-v0_pm_fullsafe_official_highmem/sd002_20260526_190350/eval.csv,False,False,0.76
cube-double-play,task2,cube-double-play-singletask-task2-v0,FullSafe,2,600000,0.8,-368.2,238.1,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/cube-double-play-singletask-task2-v0_pm_fullsafe_official_highmem/sd002_20260526_190350/eval.csv,False,False,0.76
cube-double-play,task2,cube-double-play-singletask-task2-v0,FullSafe,2,650000,0.8,-375.7,273.7,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/cube-double-play-singletask-task2-v0_pm_fullsafe_official_highmem/sd002_20260526_190350/eval.csv,False,False,0.76
cube-double-play,task2,cube-double-play-singletask-task2-v0,FullSafe,2,700000,0.8,-443.1,274.0,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/cube-double-play-singletask-task2-v0_pm_fullsafe_official_highmem/sd002_20260526_190350/eval.csv,False,False,0.76
cube-double-play,task2,cube-double-play-singletask-task2-v0,FullSafe,2,750000,1.0,-354.8,237.4,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/cube-double-play-singletask-task2-v0_pm_fullsafe_official_highmem/sd002_20260526_190350/eval.csv,True,False,0.76
cube-double-play,task2,cube-double-play-singletask-task2-v0,FullSafe,2,800000,0.3,-684.6,407.2,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/cube-double-play-singletask-task2-v0_pm_fullsafe_official_highmem/sd002_20260526_190350/eval.csv,False,False,0.76
cube-double-play,task2,cube-double-play-singletask-task2-v0,FullSafe,2,850000,0.5,-599.5,346.4,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/cube-double-play-singletask-task2-v0_pm_fullsafe_official_highmem/sd002_20260526_190350/eval.csv,False,False,0.76
cube-double-play,task2,cube-double-play-singletask-task2-v0,FullSafe,2,900000,0.4,-713.8,380.1,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/cube-double-play-singletask-task2-v0_pm_fullsafe_official_highmem/sd002_20260526_190350/eval.csv,False,False,0.76
cube-double-play,task2,cube-double-play-singletask-task2-v0,FullSafe,2,950000,0.8,-379.8,248.5,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/cube-double-play-singletask-task2-v0_pm_fullsafe_official_highmem/sd002_20260526_190350/eval.csv,False,False,0.76
cube-double-play,task2,cube-double-play-singletask-task2-v0,FullSafe,2,1000000,1.0,-273.5,188.3,/root/sb-value-flows/exp/table3_pm_fullsafe_official_4090_highmem_ldfix/cube-double-play-singletask-task2-v0_pm_fullsafe_official_highmem/sd002_20260526_190350/eval.csv,False,True,0.76
cube-double-play,task2,cube-double-play-singletask-task2-v0,MinimalSB_lam0p0003,2,1,0.0,-1000.0,500.0,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task2_MinimalSB_lam0p0003_seed2/sd002_20260609_044414/eval.csv,False,False,0.76
cube-double-play,task2,cube-double-play-singletask-task2-v0,MinimalSB_lam0p0003,2,50000,0.0,-1000.0,500.0,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task2_MinimalSB_lam0p0003_seed2/sd002_20260609_044414/eval.csv,False,False,0.76
cube-double-play,task2,cube-double-play-singletask-task2-v0,MinimalSB_lam0p0003,2,100000,0.0,-870.3,500.0,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task2_MinimalSB_lam0p0003_seed2/sd002_20260609_044414/eval.csv,False,False,0.76
cube-double-play,task2,cube-double-play-singletask-task2-v0,MinimalSB_lam0p0003,2,150000,0.0,-915.3,500.0,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task2_MinimalSB_lam0p0003_seed2/sd002_20260609_044414/eval.csv,False,False,0.76
cube-double-play,task2,cube-double-play-singletask-task2-v0,MinimalSB_lam0p0003,2,200000,0.0,-1000.0,500.0,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task2_MinimalSB_lam0p0003_seed2/sd002_20260609_044414/eval.csv,False,False,0.76
cube-double-play,task2,cube-double-play-singletask-task2-v0,MinimalSB_lam0p0003,2,250000,0.1,-875.3,465.1,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task2_MinimalSB_lam0p0003_seed2/sd002_20260609_044414/eval.csv,False,False,0.76
cube-double-play,task2,cube-double-play-singletask-task2-v0,MinimalSB_lam0p0003,2,300000,0.3,-726.2,396.3,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task2_MinimalSB_lam0p0003_seed2/sd002_20260609_044414/eval.csv,True,True,0.76
cube-double-play,task2,cube-double-play-singletask-task2-v0,MinimalSB_lam0p001,2,1,0.0,-1000.0,500.0,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task2_MinimalSB_lam0p001_seed2/sd002_20260609_055808/eval.csv,False,False,0.76
cube-double-play,task2,cube-double-play-singletask-task2-v0,MinimalSB_lam0p001,2,50000,0.0,-1000.0,500.0,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task2_MinimalSB_lam0p001_seed2/sd002_20260609_055808/eval.csv,False,False,0.76
cube-double-play,task2,cube-double-play-singletask-task2-v0,MinimalSB_lam0p001,2,100000,0.0,-955.6,500.0,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task2_MinimalSB_lam0p001_seed2/sd002_20260609_055808/eval.csv,False,False,0.76
cube-double-play,task2,cube-double-play-singletask-task2-v0,MinimalSB_lam0p001,2,150000,0.0,-1000.0,500.0,/root/sb-value-flows/exp/bad_task_repair_single4090/stageA_300k_cube_double_task2_MinimalSB_lam0p001_seed2/sd002_20260609_055808/eval.csv,False,False,0.76
